name_question,category,category2,abstract,contents,source,URL,name_exam,sortA,sortB,sortC,sortD,sortE,year,month,day,lunar_date,ganji_kr_year,ganji_kr_month,ganji_kr_day,ganji_cn_year,ganji_cn_month,ganji_cn_day,is_leap_month
1737년_별시대과_초시_대과,表,,,"漢群臣賀以蕭何爲相, 韓信爲大將, 還定三秦",科儷,,1737년_별시대과,대과,,별시,초시,초장,1737.0,0.0,0.0,0000-00-00,갑자,갑자,갑자,甲子,甲子,甲子,False
1737년_별시대과_초시_대과,表,,,周朝鮮民人等謝封箕子於本國,科儷,,1737년_별시대과,대과,,별시,초시,초장,1737.0,0.0,0.0,0000-00-00,갑자,갑자,갑자,甲子,甲子,甲子,False
1737년_별시대과_초시_대과,策,,,戶口,科儷,,1737년_별시대과,대과,,별시,초시,종장,1737.0,0.0,0.0,0000-00-00,갑자,갑자,갑자,甲子,甲子,甲子,False
1737년_별시대과_초시_대과,策,,,夜氣,科儷,,1737년_별시대과,대과,,별시,초시,종장,1737.0,0.0,0.0,0000-00-00,갑자,갑자,갑자,甲子,甲子,甲子,False
1737년_별시대과_전시_대과,策,,,良役,朝鮮時代生進試榜目권14,,1737년_별시대과,대과,,별시,전시,,1737.0,3.0,14.0,1737-02-14,정사,계묘,임신,丁巳,癸卯,壬申,False
1737년_중시_전시_대과,制,,,唐依韓信故事拜渾_副元師,朝鮮時代生進試榜目권14,,1737년_중시,대과,,중시,전시,,1737.0,3.0,18.0,1737-02-18,정사,계묘,병자,丁巳,癸卯,丙子,False
1737년_식년시소과_초시_문제,賦,,,天作祭大王.,朝鮮時代生進試榜目권14,,1737년_식년시소과_초장,소과,진사,식년시,초시,초장,1737.0,9.0,21.0,1737-08-27,정사,기유,계미,丁巳,己酉,癸未,False
1737년_식년시소과_초시_문제,詩,,,"代魏其侯謝灌仲孺獨不失, 押孺.",朝鮮時代生進試榜目권14,,1737년_식년시소과_초장,소과,진사,식년시,초시,초장,1737.0,9.0,21.0,1737-08-27,정사,기유,계미,丁巳,己酉,癸未,False
1737년_식년시소과_초시_문제,疑,,,"問: ""微子去之, 箕子爲之奴, 比干諫而死, 孔子曰'殷有三仁焉'"", 朱子釋之曰""三人之行, 同出於至誠惻_之意"", 夫微子之去而存祀, 宜許其仁, 而至若箕子佯狂, 而卒乃陳範於周, 比干殺身而未勉, 彰惡在其爲仁, 而聖人之同許其仁, 何歟?",朝鮮時代生進試榜目권14,,1737년_식년시소과_종장,소과,생원,식년시,초시,종장,1737.0,9.0,23.0,1737-08-29,정사,기유,을유,丁巳,己酉,乙酉,False
1737년_식년시소과_초시_문제,義,禮義,,以會天地之藏.,朝鮮時代生進試榜目권14,,1737년_식년시소과_종장,소과,생원,식년시,초시,종장,1737.0,9.0,23.0,1737-08-29,정사,기유,을유,丁巳,己酉,乙酉,False
1737년_식년시소과_초시_문제,賦,,,卷末錄處士.,朝鮮時代生進試榜目권14,,1737년_식년시소과_초장,소과,진사,식년시,초시,초장,1737.0,9.0,21.0,1737-08-27,정사,기유,계미,丁巳,己酉,癸未,False
1737년_식년시소과_초시_문제,詩,,,"作顔魯公祠堂記歎大節不在死難, 押記.",朝鮮時代生進試榜目권14,,1737년_식년시소과_초장,소과,진사,식년시,초시,초장,1737.0,9.0,21.0,1737-08-27,정사,기유,계미,丁巳,己酉,癸未,False
1737년_식년시소과_초시_문제,疑,,,"問: 孟子是學孔子者也. 然而孔子曰""加我數年, 卒以學易, 可以無大過"", 孔子之好易如是, 而孟子則未嘗以易之說言之於前後, 吳在其學孔子之義歟?",朝鮮時代生進試榜目권14,,1737년_식년시소과_종장,소과,생원,식년시,초시,종장,1737.0,9.0,23.0,1737-08-29,정사,기유,을유,丁巳,己酉,乙酉,False
1737년_식년시소과_초시_문제,義,易義,,易無思.,朝鮮時代生進試榜目권14,,1737년_식년시소과_종장,소과,생원,식년시,초시,종장,1737.0,9.0,23.0,1737-08-29,정사,기유,을유,丁巳,己酉,乙酉,False
1738년_식년시대과_초시_문제,表,,,"周群臣賀_民扶老携幼以從之, 旁國皆歸",科儷,,1738년_식년시대과_중장,대과,,식년시,초시,중장,1738.0,0.0,0.0,0000-00-00,갑자,갑자,갑자,甲子,甲子,甲子,False
1738년_식년시소과_복시_문제,賦,,,冀州.,朝鮮時代生進試榜目권14,,1738년_식년시소과_초장,소과,진사,식년시,복시,초장,1738.0,2.0,8.0,1737-12-20,정사,계축,계묘,丁巳,癸丑,癸卯,False
1738년_식년시소과_복시_문제,詩,,,"作遣興詩歎陶潛未達道, 押道.",朝鮮時代生進試榜目권14,,1738년_식년시소과_초장,소과,진사,식년시,복시,초장,1738.0,2.0,8.0,1737-12-20,정사,계축,계묘,丁巳,癸丑,癸卯,False
1738년_식년시소과_복시_문제,疑,,,"問: 夫子答弟子之問, ""仁多矣"", 於顔子則曰""克己復禮"", 於仲弓則曰""如見大賓, 如承大祭, 己所不欲勿施於人"", 集註以乾道坤道分而言之者, 其義可得詳言歟?",朝鮮時代生進試榜目권14,,1738년_식년시소과_종장,소과,생원,식년시,복시,종장,1738.0,2.0,10.0,1737-12-22,정사,계축,을사,丁巳,癸丑,乙巳,False
1738년_식년시소과_복시_문제,義,詩義,,其_維何維筍及蒲.,朝鮮時代生進試榜目권14,,1738년_식년시소과_종장,소과,생원,식년시,복시,종장,1738.0,2.0,10.0,1737-12-22,정사,계축,을사,丁巳,癸丑,乙巳,False
1738년_식년시소과_복시_문제,賦,,,夢中猶看洛陽花.,朝鮮時代生進試榜目권14,,1738년_식년시소과_초장,소과,진사,식년시,복시,초장,1738.0,2.0,8.0,1737-12-20,정사,계축,계묘,丁巳,癸丑,癸卯,False
1738년_식년시소과_복시_문제,詩,,,"嘉陵江舟中_興慶池龍, 押_",朝鮮時代生進試榜目권14,,1738년_식년시소과_초장,소과,진사,식년시,복시,초장,1738.0,2.0,8.0,1737-12-20,정사,계축,계묘,丁巳,癸丑,癸卯,False
1738년_식년시소과_복시_문제,疑,,,"問: 中庸曰""中者, 天下之大本也, 和者, 天下之達道也"", 此則曰體而推用也, 又曰""君子之道, 費而隱"", 此則由用而推體也. 中和費隱均是體用, 而所言先後之序不同, 何歟?",朝鮮時代生進試榜目권14,,1738년_식년시소과_종장,소과,생원,식년시,복시,종장,1738.0,2.0,10.0,1737-12-22,정사,계축,을사,丁巳,癸丑,乙巳,False
1738년_식년시소과_복시_문제,義,書義,,厥包橘柚錫貢.,朝鮮時代生進試榜目권14,,1738년_식년시소과_종장,소과,생원,식년시,복시,종장,1738.0,2.0,10.0,1737-12-22,정사,계축,을사,丁巳,癸丑,乙巳,False
1738년_식년시대과_전시_문제,賦,,,濟濟多士文王以寧,朝鮮時代生進試榜目권14,,1738년_식년시대과,대과,,식년시,전시,,1738.0,3.0,15.0,1738-01-25,무오,갑인,무인,戊午,甲寅,戊寅,False
1739년_알성시대과_전시_대과,銘,,,耕根車,朝鮮時代生進試榜目권14,,1739년_알성시대과,대과,,알성시,전시,,1739.0,3.0,19.0,1739-02-10,기미,정묘,정해,己未,丁卯,丁亥,False
1739년_정시대과_전시_대과,賦,,,內修外攘如直內方外,朝鮮時代生進試榜目권14,,1739년_정시대과,대과,,정시,전시,,1739.0,9.0,28.0,1739-08-26,기미,계유,경자,己未,癸酉,庚子,False
1740년_정시대과_전시_대과,賦,,,大哉乾元,朝鮮時代生進試榜目권14,,1740년_정시대과,대과,,정시,전시,,1740.0,4.0,21.0,1740-03-25,경신,경진,병인,庚申,庚辰,丙寅,False
1740년_증광시소과_초시_문제,賦,,,道性善.,朝鮮時代生進試榜目권14,,1740년_증광시소과_초장,소과,진사,증광시,초시,초장,1740.0,8.0,19.0,1740-06-27,경신,계미,병인,庚申,癸未,丙寅,True
1740년_증광시소과_초시_문제,詩,,,"詢士大夫私計足否, 押計.",朝鮮時代生進試榜目권14,,1740년_증광시소과_초장,소과,진사,증광시,초시,초장,1740.0,8.0,19.0,1740-06-27,경신,계미,병인,庚申,癸未,丙寅,True
1740년_증광시소과_초시_문제,疑,,,,朝鮮時代生進試榜目권14,,1740년_증광시소과_종장,소과,생원,증광시,초시,종장,1740.0,8.0,21.0,1740-06-29,경신,계미,무진,庚申,癸未,戊辰,True
1740년_증광시소과_초시_문제,義,詩義,,八月其穫.,朝鮮時代生進試榜目권14,,1740년_증광시소과_종장,소과,생원,증광시,초시,종장,1740.0,8.0,21.0,1740-06-29,경신,계미,무진,庚申,癸未,戊辰,True
1740년_증광시소과_초시_문제,賦,,,黃花獨言色.,朝鮮時代生進試榜目권14,,1740년_증광시소과_초장,소과,진사,증광시,초시,초장,1740.0,8.0,19.0,1740-06-27,경신,계미,병인,庚申,癸未,丙寅,True
1740년_증광시소과_초시_문제,詩,,,"南海謫中念芥舟蟻耐小醉信筆, 押蟻.",朝鮮時代生進試榜目권14,,1740년_증광시소과_초장,소과,진사,증광시,초시,초장,1740.0,8.0,19.0,1740-06-27,경신,계미,병인,庚申,癸未,丙寅,True
1740년_증광시소과_초시_문제,疑,,,,朝鮮時代生進試榜目권14,,1740년_증광시소과_종장,소과,생원,증광시,초시,종장,1740.0,8.0,21.0,1740-06-29,경신,계미,무진,庚申,癸未,戊辰,True
1740년_증광시소과_초시_문제,義,禮義,,"一節以趨, 二節以走.",朝鮮時代生進試榜目권14,,1740년_증광시소과_종장,소과,생원,증광시,초시,종장,1740.0,8.0,21.0,1740-06-29,경신,계미,무진,庚申,癸未,戊辰,True
1740년_증광시소과_복시_문제,賦,,,先誇車甲後私情.,朝鮮時代生進試榜目권14,,1740년_증광시소과_초장,소과,진사,증광시,복시,초장,1740.0,10.0,3.0,1740-08-13,경신,을유,신해,庚申,乙酉,辛亥,False
1740년_증광시소과_복시_문제,詩,,,"見曾點浴沂對歎有堯舜氣象, 押對.",朝鮮時代生進試榜目권14,,1740년_증광시소과_초장,소과,진사,증광시,복시,초장,1740.0,10.0,3.0,1740-08-13,경신,을유,신해,庚申,乙酉,辛亥,False
1740년_증광시소과_복시_문제,疑,,,"問: 哀公問弟子, ""孰爲好學"", 孔子對曰, ""有顔回者, 好學, 不遷怒, 不貳過, 不幸短命死矣. 今也則亡, 未聞好學者也"", 未所謂學者, 學所以至於聖人之道也. 聖門諸子何莫非欲學聖人者, 而夫子獨稱顔子以好學者, 何歟? 子游子夏皆在文學之科, 而夫子不許好學, 至如曾氏之學, 得聞一貫之旨, 能傳聖人之統, 則宜與顔子之學無別, 而夫子不許好學者, 何歟? 抑其好學不及於顔子而然歟?",朝鮮時代生進試榜目권14,,1740년_증광시소과_종장,소과,생원,증광시,복시,종장,1740.0,10.0,5.0,1740-08-15,경신,을유,계축,庚申,乙酉,癸丑,False
1740년_증광시소과_복시_문제,義,禮義,,庭燎之百由齊桓公始.,朝鮮時代生進試榜目권14,,1740년_증광시소과_종장,소과,생원,증광시,복시,종장,1740.0,10.0,5.0,1740-08-15,경신,을유,계축,庚申,乙酉,癸丑,False
1740년_증광시소과_복시_문제,賦,,,諫道有三難.,朝鮮時代生進試榜目권14,,1740년_증광시소과_초장,소과,진사,증광시,복시,초장,1740.0,10.0,3.0,1740-08-13,경신,을유,신해,庚申,乙酉,辛亥,False
1740년_증광시소과_복시_문제,詩,,,"讀蘇長公匪公思之句感金蓮燭故事, 押事.",朝鮮時代生進試榜目권14,,1740년_증광시소과_초장,소과,진사,증광시,복시,초장,1740.0,10.0,3.0,1740-08-13,경신,을유,신해,庚申,乙酉,辛亥,False
1740년_증광시소과_복시_문제,疑,,,"問: 顔淵問仁, 夫子告之以克復, 仲弓問仁, 夫子告之以敬恕, 二子之所問同, 而夫子之所答不同, 何歟? 克復之屬於乾道, 敬恕之屬於坤道, 亦何歟? 至於司馬牛之問, 仁也, 夫子告之以言_, 亦何歟? 言_之義, 亦有乾道坤道之可言歟. 願聞其說.",朝鮮時代生進試榜目권14,,1740년_증광시소과_종장,소과,생원,증광시,복시,종장,1740.0,10.0,5.0,1740-08-15,경신,을유,계축,庚申,乙酉,癸丑,False
1740년_증광시소과_복시_문제,義,詩義,,于嗟乎騶虞.,朝鮮時代生進試榜目권14,,1740년_증광시소과_종장,소과,생원,증광시,복시,종장,1740.0,10.0,5.0,1740-08-15,경신,을유,계축,庚申,乙酉,癸丑,False
1741년_식년시소과_종장_문제,疑,,,"問: 論語不云乎, ""學也, 祿在其中, 耕也, _在其中"", 以此觀之, 則不遷不貳. 顔淵之好學, 而簞瓢屢空, 不免無祿之歎, 孰德信道? 子張之爲學, 而務本過高, 反致干祿之失, 何歟? 虞舜耕於歷山, 而終享四海之富, 后稷始爲稼穡, 而竟綿蒼_之業, 烏在_在其中之義歟? 願聞其說.",朝鮮時代生進試榜目권14,,1741년_식년시소과_종장,소과,생원,식년시,초시,종장,1741.0,8.0,22.0,1741-07-12,신유,병신,갑술,辛酉,丙申,甲戌,False
1741년_식년시소과_종장_문제,義,書義,,用宏玆賁.,朝鮮時代生進試榜目권14,,1741년_식년시소과_종장,소과,생원,식년시,초시,종장,1741.0,8.0,22.0,1741-07-12,신유,병신,갑술,辛酉,丙申,甲戌,False
1741년_식년시소과_종장_문제,疑,,,"問: 論語言仁, 孟子言仁義, 仁包四德, 則義在其中, 而孟子之必雙擧竝稱, 何歟? 孔子言仁處甚多, 而或曰""克己復禮"", 或曰""如承大祭, 如見大賓"", 只孰做工夫處說去, 而孟子則曰""惻隱之心, 仁之端也"", 又曰""仁, 人心也"", 直指心體開示微奧兩聖垂訓, 似若有精粗淺深之別, 何歟? 且得夫子之傳者惟曾子子思, 而大學主敬中庸主誠, 至孟子而始言仁義, 則所謂誠敬果包在仁中而然歟? 抑爲仁之方在於誠敬而然歟?",朝鮮時代生進試榜目권14,,1741년_식년시소과_종장,소과,생원,식년시,초시,종장,1741.0,8.0,22.0,1741-07-12,신유,병신,갑술,辛酉,丙申,甲戌,False
1741년_식년시소과_종장_문제,義,禮義,,完且不費善衣之次.,朝鮮時代生進試榜目권14,,1741년_식년시소과_종장,소과,생원,식년시,초시,종장,1741.0,8.0,22.0,1741-07-12,신유,병신,갑술,辛酉,丙申,甲戌,False
1741년_식년시소과_초장_문제,賦,,,百工惟時撫五辰.,朝鮮時代生進試榜目권14,,1741년_식년시소과_초장,소과,진사,식년시,복시,초장,1741.0,10.0,3.0,1741-08-24,신유,정유,병진,辛酉,丁酉,丙辰,False
1741년_식년시소과_초장_문제,詩,,,"說周孔感歐梅相遇, 押周.",朝鮮時代生進試榜目권14,,1741년_식년시소과_초장,소과,진사,식년시,복시,초장,1741.0,10.0,3.0,1741-08-24,신유,정유,병진,辛酉,丁酉,丙辰,False
1741년_식년시소과_초장_문제,賦,,,程門學者如飮河.,朝鮮時代生進試榜目권14,,1741년_식년시소과_초장,소과,진사,식년시,복시,초장,1741.0,10.0,3.0,1741-08-24,신유,정유,병진,辛酉,丁酉,丙辰,False
1741년_식년시소과_초장_문제,詩,,,"_上授書期穀城山下, 押書.",朝鮮時代生進試榜目권14,,1741년_식년시소과_초장,소과,진사,식년시,복시,초장,1741.0,10.0,3.0,1741-08-24,신유,정유,병진,辛酉,丁酉,丙辰,False
1741년_식년시소과_종장_문제,疑,,,"問: 子曰""攻乎異端, 斯害也已"", 攻而斯之義可得聞歟?",朝鮮時代生進試榜目권14,,1741년_식년시소과_종장,소과,생원,식년시,복시,종장,1741.0,10.0,5.0,1741-08-26,신유,정유,무오,辛酉,丁酉,戊午,False
1741년_식년시소과_종장_문제,義,書義,,嚴惟丕式.,朝鮮時代生進試榜目권14,,1741년_식년시소과_종장,소과,생원,식년시,복시,종장,1741.0,10.0,5.0,1741-08-26,신유,정유,무오,辛酉,丁酉,戊午,False
1741년_식년시소과_종장_문제,疑,,,"問: 中庸九經章, 以修身爲先, 而大學經一章, 則修身在誠正之後, 中庸有尊賢親親等條目, 而大學則不言, 大學有格致誠正等條目, 中庸則不言, 中庸多言誠, 而大學則只曰""誠意"", 大學專言敬, 而中庸則只曰""敬大臣"", 庸學二書互爲表裏, 耳若是不同者, 何歟? 修正先後誠敬詳略自有不同者而然歟. 不同之中有同之者歟.",朝鮮時代生進試榜目권14,,1741년_식년시소과_종장,소과,생원,식년시,복시,종장,1741.0,10.0,5.0,1741-08-26,신유,정유,무오,辛酉,丁酉,戊午,False
1741년_식년시소과_종장_문제,義,禮義,,"敎之鄕飮酒之禮, 而孝悌之行立矣.",朝鮮時代生進試榜目권14,,1741년_식년시소과_종장,소과,생원,식년시,복시,종장,1741.0,10.0,5.0,1741-08-26,신유,정유,무오,辛酉,丁酉,戊午,False
1744년_식년시소과_초장_문제,賦,,,三分割據紆籌策.,朝鮮時代生進試榜目권14,,1744년_식년시소과_초장,소과,진사,식년시,초시,초장,1744.0,2.0,12.0,1743-12-29,계해,을축,무인,癸亥,乙丑,戊寅,False
1744년_식년시소과_초장_문제,詩,,,"磻溪遇呂尙號曰""太公望載與俱歸"", 押望.",朝鮮時代生進試榜目권14,,1744년_식년시소과_초장,소과,진사,식년시,초시,초장,1744.0,2.0,12.0,1743-12-29,계해,을축,무인,癸亥,乙丑,戊寅,False
1744년_식년시소과_초장_문제,賦,,,茶罷說論語.,朝鮮時代生進試榜目권14,,1744년_식년시소과_초장,소과,진사,식년시,초시,초장,1744.0,2.0,12.0,1743-12-29,계해,을축,무인,癸亥,乙丑,戊寅,False
1744년_식년시소과_초장_문제,詩,,,"康節本是經世學, 押世.",朝鮮時代生進試榜目권14,,1744년_식년시소과_초장,소과,진사,식년시,초시,초장,1744.0,2.0,12.0,1743-12-29,계해,을축,무인,癸亥,乙丑,戊寅,False
1744년_식년시소과_종장_문제,疑,,,"問: 孟子曰""我善養吾浩然之氣"", 所謂浩然者何氣歟? 程子指此章之旨謂""發前聖之所未發"", 然則前聖未養浩然之氣, 而孟子獨養之歟?",朝鮮時代生進試榜目권14,,1744년_식년시소과_종장,소과,생원,식년시,초시,종장,1744.0,2.0,14.0,1744-01-02,갑자,병인,경진,甲子,丙寅,庚辰,False
1744년_식년시소과_종장_문제,義,禮義,,不過九命.,朝鮮時代生進試榜目권14,,1744년_식년시소과_종장,소과,생원,식년시,초시,종장,1744.0,2.0,14.0,1744-01-02,갑자,병인,경진,甲子,丙寅,庚辰,False
1744년_식년시소과_종장_문제,疑,,,"問: 中庸曰""子之道費而隱"", 所謂費隱若指氣與里而言, 則何以冒之以一, 道字若皆指理而言, 則理中亦有體用微顯之別歟?",朝鮮時代生進試榜目권14,,1744년_식년시소과_종장,소과,생원,식년시,초시,종장,1744.0,2.0,14.0,1744-01-02,갑자,병인,경진,甲子,丙寅,庚辰,False
1744년_식년시소과_종장_문제,義,禮義,,恭以遠恥.,朝鮮時代生進試榜目권14,,1744년_식년시소과_종장,소과,생원,식년시,초시,종장,1744.0,2.0,14.0,1744-01-02,갑자,병인,경진,甲子,丙寅,庚辰,False
1744년_식년시소과_초장_문제,賦,,,魯泰補王道.,朝鮮時代生進試榜目권14,,1744년_식년시소과_초장,소과,진사,식년시,복시,초장,1744.0,8.0,19.0,1744-07-12,갑자,임신,정해,甲子,壬申,丁亥,False
1744년_식년시소과_초장_문제,詩,,,"代藍田靑石願爲顔氏段氏碑, 押段.",朝鮮時代生進試榜目권14,,1744년_식년시소과_초장,소과,진사,식년시,복시,초장,1744.0,8.0,19.0,1744-07-12,갑자,임신,정해,甲子,壬申,丁亥,False
1744년_식년시소과_초장_문제,賦,,,大勇賀少師.,朝鮮時代生進試榜目권14,,1744년_식년시소과_초장,소과,진사,식년시,복시,초장,1744.0,8.0,19.0,1744-07-12,갑자,임신,정해,甲子,壬申,丁亥,False
1744년_식년시소과_초장_문제,詩,,,"作六國論歎又在六國下, 押又.",朝鮮時代生進試榜目권14,,1744년_식년시소과_초장,소과,진사,식년시,복시,초장,1744.0,8.0,19.0,1744-07-12,갑자,임신,정해,甲子,壬申,丁亥,False
1744년_식년시소과_종장_문제,疑,,,"問: 中庸曰""君子之道, 造端乎夫婦"", 夫子言道只言父子君臣兄弟朋友, 而不及夫婦者, 何歟? 人道, 親莫如父子, 尊莫如君臣, 而必以夫婦爲造端者, 何歟?",朝鮮時代生進試榜目권14,,1744년_식년시소과_종장,소과,생원,식년시,복시,종장,1744.0,8.0,21.0,1744-07-14,갑자,임신,기축,甲子,壬申,己丑,False
1744년_식년시소과_종장_문제,義,書義,,越王顯.,朝鮮時代生進試榜目권14,,1744년_식년시소과_종장,소과,생원,식년시,복시,종장,1744.0,8.0,21.0,1744-07-14,갑자,임신,기축,甲子,壬申,己丑,False
1744년_식년시소과_종장_문제,疑,,,"問: 孟子曰""乃所願則學孔子也"", 孟子之所願學者, 何事歟?",朝鮮時代生進試榜目권14,,1744년_식년시소과_종장,소과,생원,식년시,복시,종장,1744.0,8.0,21.0,1744-07-14,갑자,임신,기축,甲子,壬申,己丑,False
1744년_식년시소과_종장_문제,義,禮義,,以達秋氣.,朝鮮時代生進試榜目권14,,1744년_식년시소과_종장,소과,생원,식년시,복시,종장,1744.0,8.0,21.0,1744-07-14,갑자,임신,기축,甲子,壬申,己丑,False
1749년_식년시소과_초장_문제,賦,,,一曰壽.,朝鮮時代生進試榜目,,1749년_식년시소과_초장,소과,진사,식년시,초시,초장,1749.0,8.0,20.0,1749-07-08,기사,임신,갑인,己巳,壬申,甲寅,False
1749년_식년시소과_초장_문제,詩,,,"觀周樂, 憂秦聲能夏. 押周.",朝鮮時代生進試榜目,,1749년_식년시소과_초장,소과,진사,식년시,초시,초장,1749.0,8.0,20.0,1749-07-08,기사,임신,갑인,己巳,壬申,甲寅,False
1749년_식년시소과_초장_문제,賦,,,"六經, 如__陶冶.",朝鮮時代生進試榜目,,1749년_식년시소과_초장,소과,진사,식년시,초시,초장,1749.0,8.0,20.0,1749-07-08,기사,임신,갑인,己巳,壬申,甲寅,False
1749년_식년시소과_초장_문제,詩,,,讀_邵南序 若燕趙士相爲叱咤. 押士.,朝鮮時代生進試榜目,,1749년_식년시소과_초장,소과,진사,식년시,초시,초장,1749.0,8.0,20.0,1749-07-08,기사,임신,갑인,己巳,壬申,甲寅,False
1749년_식년시소과_종장_문제,疑,,,"問: 明明德, 是性耶心耶? 心性之外, 別有明德耶? 明德若是心性之別稱, 則只云心性, 足矣. 心性之外, 又有所謂明德, 何歟? 且心有體用, 明德是心之體歟? 心之用歟? 願聞其說.",朝鮮時代生進試榜目,,1749년_식년시소과_종장,소과,생원,식년시,초시,종장,1749.0,8.0,22.0,1749-07-10,기사,임신,병진,己巳,壬申,丙辰,False
1749년_식년시소과_종장_문제,義,易義,,其數五.,朝鮮時代生進試榜目,,1749년_식년시소과_종장,소과,생원,식년시,초시,종장,1749.0,8.0,22.0,1749-07-10,기사,임신,병진,己巳,壬申,丙辰,False
1749년_식년시소과_종장_문제,疑,,,"問: 中庸曰: “喜怒哀樂之未發, 謂之中, 發而皆中節, 謂之和.” 夫常人, 亦有喜怒哀樂未發之時, 則於其未發之時, 果皆有中之氣像歟? 若有未發之中, 則宜有已發之和, 而常人之能發而中節者, 絶少者, 何歟?",朝鮮時代生進試榜目,,1749년_식년시소과_종장,소과,생원,식년시,초시,종장,1749.0,8.0,22.0,1749-07-10,기사,임신,병진,己巳,壬申,丙辰,False
1749년_식년시소과_종장_문제,義,禮義,,君子不以口譽人.,朝鮮時代生進試榜目,,1749년_식년시소과_종장,소과,생원,식년시,초시,종장,1749.0,8.0,22.0,1749-07-10,기사,임신,병진,己巳,壬申,丙辰,False
1750년_식년시소과_초장_문제,賦,,,"旅獒, 訓王.",朝鮮時代生進試榜目,,1749년_식년시소과_초장,소과,진사,식년시,복시,초장,1750.0,2.0,9.0,1750-01-03,경오,무인,정미,庚午,戊寅,丁未,False
1750년_식년시소과_초장_문제,詩,,,"聞翁合言, 移配賈似道. 押道.",朝鮮時代生進試榜目,,1749년_식년시소과_초장,소과,진사,식년시,복시,초장,1750.0,2.0,9.0,1750-01-03,경오,무인,정미,庚午,戊寅,丁未,False
1750년_식년시소과_초장_문제,賦,,,申韓原於道德.,朝鮮時代生進試榜目,,1749년_식년시소과_초장,소과,진사,식년시,복시,초장,1750.0,2.0,9.0,1750-01-03,경오,무인,정미,庚午,戊寅,丁未,False
1750년_식년시소과_초장_문제,詩,,,"跋華陽頌帖, 笑明皇自稱上淸弟子.",朝鮮時代生進試榜目,,1749년_식년시소과_초장,소과,진사,식년시,복시,초장,1750.0,2.0,9.0,1750-01-03,경오,무인,정미,庚午,戊寅,丁未,False
1750년_식년시소과_종장_문제,疑,,,"問: 中庸首章曰: “天命之謂性.” 末章曰: “上天之載, 無聲無臭.” 旣曰天命, 則命猶令也, 其所謂無聲無臭者, 何歟? 第十二章鳶飛之喩, 言天理之昭著也, 第十六章於穆之詩, 言天道之不已也, 亦皆合於首末兩章之旨歟?",朝鮮時代生進試榜目,,1749년_식년시소과_종장,소과,생원,식년시,복시,종장,1750.0,2.0,11.0,1750-01-05,경오,무인,기유,庚午,戊寅,己酉,False
1750년_식년시소과_종장_문제,義,禮義,,周公其衰矣.,朝鮮時代生進試榜目,,1749년_식년시소과_종장,소과,생원,식년시,복시,종장,1750.0,2.0,11.0,1750-01-05,경오,무인,기유,庚午,戊寅,己酉,False
1750년_식년시소과_종장_문제,疑,,,"問: 司馬牛問君子, 子曰: “不憂不懼.” 孟子曰: “堯以不得舜爲己憂.” 又曰: “孔子懼, 作春秋.” 聖人猶憂懼, 而其曰不憂不懼者, 何歟?",朝鮮時代生進試榜目,,1749년_식년시소과_종장,소과,생원,식년시,복시,종장,1750.0,2.0,11.0,1750-01-05,경오,무인,기유,庚午,戊寅,己酉,False
1750년_식년시소과_종장_문제,義,書義,,惟肖.,朝鮮時代生進試榜目,,1749년_식년시소과_종장,소과,생원,식년시,복시,종장,1750.0,2.0,11.0,1750-01-05,경오,무인,기유,庚午,戊寅,己酉,False
1753년_식년시소과_초장_문제,賦,,,請勿逐客.,朝鮮時代生進試榜目,,1753년_식년시소과_초장,소과,진사,식년시,초시,초장,1753.0,8.0,11.0,1753-07-13,계유,경신,병인,癸酉,庚申,丙寅,False
1753년_식년시소과_초장_문제,詩,,,"讀采薇詩, 歎先王以人道使人. 押使.",朝鮮時代生進試榜目,,1753년_식년시소과_초장,소과,진사,식년시,초시,초장,1753.0,8.0,11.0,1753-07-13,계유,경신,병인,癸酉,庚申,丙寅,False
1753년_식년시소과_초장_문제,賦,,,吾將仕.,朝鮮時代生進試榜目,,1753년_식년시소과_초장,소과,진사,식년시,초시,초장,1753.0,8.0,11.0,1753-07-13,계유,경신,병인,癸酉,庚申,丙寅,False
1753년_식년시소과_초장_문제,詩,,,大名府答虜使問不在中書. 押使.,朝鮮時代生進試榜目,,1753년_식년시소과_초장,소과,진사,식년시,초시,초장,1753.0,8.0,11.0,1753-07-13,계유,경신,병인,癸酉,庚申,丙寅,False
1753년_식년시소과_종장_문제,疑,,,"問: 中庸曰: “天命之謂性.” 朱子釋之曰: “性卽理也.” 張子曰: “形而後, 有氣質之性.” 性中只有理而已, 則張子之兼言氣質者, 何歟?",朝鮮時代生進試榜目,,1753년_식년시소과_종장,소과,생원,식년시,초시,종장,1753.0,8.0,13.0,1753-07-15,계유,경신,무진,癸酉,庚申,戊辰,False
1753년_식년시소과_종장_문제,義,禮義,,予一人.,朝鮮時代生進試榜目,,1753년_식년시소과_종장,소과,생원,식년시,초시,종장,1753.0,8.0,13.0,1753-07-15,계유,경신,무진,癸酉,庚申,戊辰,False
