,id,name,year,writer,sort,description,grade,rank,above,height,width,provider,원소장처,webResourceURL,reference
,SC18140000SF3,1814년_식년_생원시_초시_종장_황호성(黃浩性)_시권,1814,황호성(黃浩性),소과,1814년 식년시 소과 초시 종장에서 황호성(黃浩性)이 작성한 답안지,미상,미상,,69,173,한국고문서자료관,부여·강화·영주 창원황씨,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.0000.0000-20101008.B008a_009_01038_XXX,향시
,SC18100000SF3,1810년_식년_생원시_초시_종장_작자미상_시권,1810,작자 미상,소과,1810년 식년시 소과 초시 종장에서 작자미상이 작성한 답안지,미상,미상,,73,169,한국고문서자료관,부여·강화·영주 창원황씨,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.0000.0000-20101008.B008a_009_01039_XXX,"향시. 詩義이므로 ""초시_종장""으로 추정"
,SC18180820SF3,1818년_식년_생원시_초시_종장_황호성(黃浩性)_시권,1818,황호성(黃浩性),소과,1818년 식년시 소과 초시 종장에서 황호성(黃浩性)이 작성한 답안지,미상,미상,,70,175,한국고문서자료관,부여·강화·영주 창원황씨,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.0000.0000-20101008.B008a_009_01040_XXX,향시
,S17920220SS311,1792년_식년_생원시_복시_종장_황성한(黃聖漢)_시권,1792,황성한(黃聖漢),소과,1792년 식년시 소과 복시 종장에서 황성한(黃聖漢)이 작성한 답안지,미상,三之十(3등 10인),,69,203,한국고문서자료관,부여·강화·영주 창원황씨,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.0000.0000-20101008.B008a_009_01050_XXX,
,S16720827SF300,1672년_식년_생원시_초시_종장_황역(黃櫟)_시권,1672,황역(黃櫟),소과,1672년 식년시 소과 초시 종장에서 황역(黃櫟)이 작성한 답안지,次下 / 미상,三之四,,72,190,한국고문서자료관,부여·강화·영주 창원황씨,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.0000.0000-20101008.B008a_009_01051_XXX,"Exam시트에 시제 추가 필요(易義, ""人道惡盈而好謙"")"
,S17830221SF112,1783년_증광_진사시_초시_초장_황성한(黃聖漢)_시권,1783,황성한(黃聖漢),소과,1783년 증광시 소과 초시 초장에서 황성한(黃聖漢)이 작성한 답안지,미상,三之八十七,,67,178,한국고문서자료관,부여·강화·영주 창원황씨,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.0000.0000-20101008.B008a_009_01052_XXX,
,S17100513SS314,1710년_증광_생원시_복시_종장_황세섭(黃世爕)_시권,1710,황세섭(黃世爕),소과,1710년 증광시 소과 복시 종장에서 황세섭(黃世爕)이 작성한 답안지,次中 / 미상,二之十三(2등 13인),,70,210,한국고문서자료관,부여·강화·영주 창원황씨,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.0000.0000-20101008.B008a_009_01053_XXX,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
이길환,SE18810822SF,1881년_식년_생원시_초시_이민의(李民儀)_시권,1881,이민의(李民儀),소과,1881년 식년시 소과 초시에서 이민의(李民儀)가 작성한 답안지,次上,,64,156.4,호남권 한국학자료센터,영광 함안이씨 이기태,,http://hnkostma.org/emuseum/service/data/dataUCI.jsp?data_uci=KCIS_U038+MPNHNKSMC+KSM-XD.1881.4687-20090726.YNE00019_0,실시정보는 확인되나 대응하는 문제가 없으므로 향시 추정
,SS18820428BF2,1882년_증광_문과_초시_중장_고영주(高榮柱)_시권,1882,고영주(高榮柱),대과,1882년 증광시 대과 초시에서 고영주(高榮柱)가 작성한 답안지,次上,,56.8,231.9,호남권 한국학자료센터,광주 이장동 장흥고씨 수촌후손가,,http://hnkostma.org/emuseum/service/data/dataUCI.jsp?data_uci=KCIS_U038+MPNHNKSMC+KSM-XD.1882.1111-20150410.GMK00029,대응하는 문제가 확인되지 않음. 표문이라는 점에서 초시 중장까지 표기
,SE18840819SF,1884년_식년_생원시_초시_고영주(高榮柱)_시권,1884,고영주(高榮柱),소과,1884년 식년시 소과 초시에서 고영주(高榮柱)가 작성한 답안지,次上,壯元,76,138.5,호남권 한국학자료센터,광주 이장동 장흥고씨 수촌후손가,,http://hnkostma.org/emuseum/service/data/dataUCI.jsp?data_uci=KCIS_U038+MPNHNKSMC+KSM-XD.1884.0000-20150410.GMK00030,실시정보는 확인되나 대응하는 문제가 없으므로 향시 추정
,SS18880419B,1888년_식년_문과_(초/전시)_고윤상(高允相)_시권,1888,고윤상(高允相),대과,1888년 식년시 대과 전시에서 고윤상(高允相)이 작성한 답안지,次上,-,45,392,호남권 한국학자료센터,광주 이장동 장흥고씨 수촌후손가,,http://hnkostma.org/emuseum/service/data/dataUCI.jsp?data_uci=KCIS_U038+MPNHNKSMC+KSM-XD.1888.0000-20150410.GMK00031,"시험 실시정보는 확인되나 책문을 초시 종장으로 귀속할지, 전시로 귀속할지 고민"
,SE18720820SF,1872년_식년_진사시_초시_이민의(李民儀)_시권,1872,이민의(李民儀),소과,1872년 식년시 소과 초시에서 이민의(李民儀)가 작성한 답안지,次上,-,68.2,164.2,호남권 한국학자료센터,영광 함안이씨 이기태,,http://hnkostma.org/emuseum/service/data/dataUCI.jsp?data_uci=KCIS_U038+MPNHNKSMC+KSM-XD.1889.4687-20090726.YNE00020_0,실시정보는 확인되나 대응하는 문제가 없으므로 향시 추정
,SE16241013SF,1624년_식년_진사시_초시_기진탁(奇震鐸)_시권,1624,기진탁(奇震鐸),소과,1624년 식년시 소과 초시에서 기진탁(奇震鐸)이 작성한 답안지,次下,三等第三十三人,82,184,호남권 한국학자료센터,장성 행주기씨 금강종가,,http://hnkostma.org/emuseum/service/data/dataUCI.jsp?data_uci=KCIS_U038+CHNHNKSMC+KSM-XD.1624.1100-20130430.KHK00637,식년시 소과라는 정보 이외에 구체적인 시험 정보를 확인할 수 없음
,S17850820SF1,1785년_식년_생원시_초시_기태온(奇泰溫)_시권,1785,기태온(奇泰溫),소과,1785년 식년시 소과 초시에서 기태온(奇泰溫)이 작성한 답안지,"圓更, 次下",-,72,196,호남권 한국학자료센터,장성 행주기씨 금강종가,,http://hnkostma.org/emuseum/service/data/dataUCI.jsp?data_uci=KCIS_U038+CHNHNKSMC+KSM-XD.1785.1100-20130430.KHK00638,-
,S18050818SF321,1805년_증광_생원시_초시_기재효(奇在孝)_시권,1805,기재효(奇在孝),소과,1805년 증광시 소과 초시에서 기재효(奇在孝)가 작성한 답안지,"次下, 外",-,69,182,호남권 한국학자료센터,장성 행주기씨 금강종가,,http://hnkostma.org/emuseum/service/data/dataUCI.jsp?data_uci=KCIS_U038+CHNHNKSMC+KSM-XD.1805.1100-20130430.KHK00640,-
,SE18050816SF,1805년_증광_생원시_ 초시_유복삼(柳復三)_시권,1805,유복삼(柳復三),소과,1805년 증광시 소과 초시에서 유복삼(柳復三)이 작성한 답안지,次下,三之三十四,72.5,176,호남권 한국학자료센터,곡성 선산유씨 연운당,,http://hnkostma.org/emuseum/service/data/dataUCI.jsp?data_uci=KCIS_U038+CHNHNKSMC+KSM-XD.1805.1111-20140430.YUD00012,실시정보는 확인되나 대응하는 문제가 없으므로 향시 추정
,S18051006SS311,1805년_증광_생원시_복시_유복삼(柳復三)_시권,1805,유복삼(柳復三),소과,1805년 증광시 소과 복시에서 유복삼(柳復三) 이 작성한 답안지,次下,三之六十七,71,199,호남권 한국학자료센터,곡성 선산유씨 연운당,,http://hnkostma.org/emuseum/service/data/dataUCI.jsp?data_uci=KCIS_U038+CHNHNKSMC+KSM-XD.1805.4671-20140430.YUD00011,
,SE18060822,1806년_식년_생원시_초시_기재효(奇在孝)_시권,1806,기재효(奇在孝),소과,1806년 식년시 소과 초시에서 기재효(奇在孝)가 작성한 시험지,次下,二之三,72,193,호남권 한국학자료센터,장성 행주기씨 금강종가,,http://hnkostma.org/emuseum/service/data/dataUCI.jsp?data_uci=KCIS_U038+CHNHNKSMC+KSM-XD.1806.1100-20130430.KHK00641,실시정보는 확인되나 대응하는 문제가 없으므로 향시 추정
,SE18130827SF,1813년_증광_생원시_초시_기재효(奇在孝)_시권,1813,기재효(奇在孝),소과,1813년 식년시 소과 초시에서 기재효(奇在孝)가 작성한 시험지,次下,-,75,205,호남권 한국학자료센터,장성 행주기씨 금강종가,,http://hnkostma.org/emuseum/service/data/dataUCI.jsp?data_uci=KCIS_U038+CHNHNKSMC+KSM-XD.1813.1100-20130430.KHK00642,실시정보는 확인되나 대응하는 문제가 없으므로 향시 추정
,SE18140210SF,1814년_식년_생원시_초시_기재효(奇在孝)_시권,1814,기재효(奇在孝),소과,1814년 식년시 소과 초시에서 기재효(奇在孝)가 작성한 답안지,次中,-,73,193,호남권 한국학자료센터,장성 행주기씨 금강종가,,http://hnkostma.org/emuseum/service/data/dataUCI.jsp?data_uci=KCIS_U038+CHNHNKSMC+KSM-XD.1814.1100-20130430.KHK00643,실시정보는 확인되나 대응하는 문제가 없으므로 향시 추정
,S18270926SS311,1827년_증광_생원시_초시_기재효(奇在孝)_시권,1828,기재효(奇在孝),소과,1827년 증광시 소과 복시에서 기재의(奇在懿)가 작성한 답안지,"次下, 外",-,69,165,호남권 한국학자료센터,장성 행주기씨 금강종가,,http://hnkostma.org/emuseum/service/data/dataUCI.jsp?data_uci=KCIS_U038+CHNHNKSMC+KSM-XD.1828.1100-20130430.KHK00644,
,S18280218SF311,1828년_식년_생원시_초시_기윤진(奇允鎭)_시권,1828,기윤진(奇允鎭),소과,1828년 식년시 소과 초시에서 기윤진(奇允鎭)이 작성한 답안지,"次下, 外",-,68,165,호남권 한국학자료센터,장성 행주기씨 금강종가,,http://hnkostma.org/emuseum/service/data/dataUCI.jsp?data_uci=KCIS_U038+CHNHNKSMC+KSM-XD.1828.1100-20130430.KHK00645,
,SE18310221SF,1831년_식년_생원시_초시_기정진(奇正鎭)_시권,1831,기정진(奇正鎭),소과,1831년 식년시 소과 초시에서 기정진(奇正鎭)이 작성한 답안지,次上,一等第二人,87.5,170,호남권 한국학자료센터,장성 고산서원,,http://hnkostma.org/emuseum/service/data/dataUCI.jsp?data_uci=KCIS_U038+CHNHNKSMC+KSM-XD.1831.1100-20130430.KHK00632,실시정보는 확인되나 대응하는 문제가 없으므로 향시 추정
,이미지 열람 X,1831년_식년_생원시_■시_기정진(奇正鎭)_시권,1831,기정진(奇正鎭),소과,1831년 식년시 소과 ■에서 기정진(奇正鎭)이 작성한 답안지,次中,-,75.5,179.5,호남권 한국학자료센터,장성 고산서원,,http://hnkostma.org/emuseum/service/data/dataUCI.jsp?data_uci=KCIS_U038+CHNHNKSMC+KSM-XD.1831.1100-20130430.KHK00633,이미지 열람이 안됨
,S18310322SS321,1831년_식년_생원시_복시_기윤진(奇允鎭)_시권,1831,기윤진(奇允鎭),소과,1831년 식년시 소과 복시에서 기윤진(奇允鎭)이 작성한 답안지,次下,三等第四十人,80,197,호남권 한국학자료센터,장성 행주기씨 금강종가,,http://hnkostma.org/emuseum/service/data/dataUCI.jsp?data_uci=KCIS_U038+CHNHNKSMC+KSM-XD.1831.1100-20130430.KHK00646,
,S18350912SS321,1835년_증광_생원시_복시_기주진(奇疇鎭)_시권,1835,기주진(奇疇鎭),소과,1835년 증광시 소과 복시에서 기주진(奇疇鎭)이 작성한 답안지,次中,-,73,170,호남권 한국학자료센터,장성 행주기씨 금강종가,,http://hnkostma.org/emuseum/service/data/dataUCI.jsp?data_uci=KCIS_U038+CHNHNKSMC+KSM-XD.1831.1100-20130430.KHK00647,
,SS18450000B,1845년_정시_문과_■시_■장_박종린(朴宗麟)_시권,1845,박종린(朴宗麟),대과,1845년 정시 대과 ■에서 박종린(朴宗麟)이 작성한 답안지,次下,-,45.4,143,호남권 한국학자료센터,무안박씨 박기종가,,http://hnkostma.org/emuseum/service/data/dataUCI.jsp?data_uci=KCIS_U038+CHNHNKSMC+KSM-XD.1845.1100-20130430.PGJ00057,1845년 정시 문과에서 표문 답안을 어디로 분류할지 모호
,SE18480827SF,1848년_식년_생원시_초시_기행연(奇行衍)_시권,1848,기행연(奇行衍),소과,1848년 생원시 소과 초시에서 기행연(奇行衍)이 작성한 답안지,次下,-,80.1,170.5,호남권 한국학자료센터,장성 행주기씨 금강종가,,http://hnkostma.org/emuseum/service/data/dataUCI.jsp?data_uci=KCIS_U038+CHNHNKSMC+KSM-XD.1848.1100-20130430.KHK00648,실시정보는 확인되나 대응하는 문제가 없으므로 향시 추정
,SE18580808SF,1858년_식년_생원시_초시_기만연(奇晩衍)_시권,1858,기만연(奇晩衍),소과,1858년 생원시 소과 초시에서 기행연(奇行衍)이 작성한 답안지,次下,-,68.2,163.2,호남권 한국학자료센터,장성 고산서원,,http://hnkostma.org/emuseum/service/data/dataUCI.jsp?data_uci=KCIS_U038+CHNHNKSMC+KSM-XD.1858.1100-20130430.KHK00634,실시정보는 확인되나 대응하는 문제가 없으므로 향시 추정
,SS18580000B,1858년_식년_문과_■시_■장_기양연(奇陽衍)_시권,1858,기양연(奇陽衍),대과,1858년 식년시 문과 ■시에 기양연(奇陽衍)이 작성한 답안지,三下,-,45,154,호남권 한국학자료센터,장성 행주기씨 금강종가,,http://hnkostma.org/emuseum/service/data/dataUCI.jsp?data_uci=KCIS_U038+CHNHNKSMC+KSM-XD.1858.1100-20130430.KHK00649,1858년 식년 문과에서 표문 답안을 어디로 분류할지 모호
,S18581016BT,1858년_식년_문과_전시_박기종(朴淇鍾)_시권,1858,박기종(朴淇鍾),대과,1858년 식년시 문과 전시에서 박기종(朴淇鍾)이 작성한 답안지,次上,-,47.5,221,호남권 한국학자료센터,무안박씨 박기종가,,http://hnkostma.org/emuseum/service/data/dataUCI.jsp?data_uci=KCIS_U038+CHNHNKSMC+KSM-XD.1858.1100-20130430.PGJ00062,
,S18610425BF1,1861년_식년_문과_초시_초장_기양연(奇陽衍)_시권,1861,기양연(奇陽衍),대과,1861년 식년시 문과 초시에서 기양연(奇陽衍)이 작성한 답안지,次下,-,46.9,247.8,호남권 한국학자료센터,장성 행주기씨 금강종가,,http://hnkostma.org/emuseum/service/data/dataUCI.jsp?data_uci=KCIS_U038+CHNHNKSMC+KSM-XD.1861.1100-20130430.KHK00650,
,SS18610425B,1861년_식년_문과_■시_■장_박기종(朴淇鍾)_시권,1861,박기종(朴淇鍾),대과,1861년 식년시 문과 초시에서 박기종(朴淇鍾)이 작성한 답안지,三下,-,78,272,호남권 한국학자료센터,무안박씨 박기종가,,http://hnkostma.org/emuseum/service/data/dataUCI.jsp?data_uci=KCIS_U038+CHNHNKSMC+KSM-XD.1861.1100-20130430.PGJ00064,실시정보는 확인되나 賦 답안을 어디로 분류할지 모호
,이미지 열람 X,1861년_식년_문과_전시_박기종(朴淇鍾)_시권,1861,박기종(朴淇鍾),대과,1861년 식년시 문과 전시에서 박기종(朴淇鍾)이 작성한 답안지,三下,-,49,262,호남권 한국학자료센터,무안박씨 박기종가,,http://hnkostma.org/emuseum/service/data/dataUCI.jsp?data_uci=KCIS_U038+CHNHNKSMC+KSM-XD.1861.1100-20130430.PGJ00065,
,S18620310BF,1862년_정시_문과_초시_기한영(奇漢瑛)_시권,1862,기한영(奇漢瑛),대과,1862년 정시 문과 초시에서 기한영(奇漢瑛)이 작성한 답안지,三下,-,155,90,호남권 한국학자료센터,장성 행주기씨 금강종가,,http://hnkostma.org/emuseum/service/data/dataUCI.jsp?data_uci=KCIS_U038+CHNHNKSMC+KSM-XD.1862.1100-20130430.KHK00658,기존 문제 클래스에는 없는 항목
,작업 대상 제외,1863년_성균관과시_문과_기양연(奇陽衍)_시권,1863,기양연(奇陽衍),미분류,1863년(철종14)에 실시된 成均館 課試에서 奇陽衍이 작성한 試券.,三下,-,128,78,호남권 한국학자료센터,장성 행주기씨 금강종가,,http://hnkostma.org/emuseum/service/data/dataUCI.jsp?data_uci=KCIS_U038+CHNHNKSMC+KSM-XD.1863.1100-20130430.KHK00651,성균관 과시는 작업대상에서 우선 제외
,SE18640801SF,1864년_증광_생원시_초시_기우기(奇宇夔)_시권,1864,기우기(奇宇夔),소과,1864년 증광시 소과 초시에서 기우기(奇宇夔)가 작성한 답안지,次上,-,73.7,132.3,호남권 한국학자료센터,장성 고산서원,,http://hnkostma.org/emuseum/service/data/dataUCI.jsp?data_uci=KCIS_U038+CHNHNKSMC+KSM-XD.1864.1100-20130430.KHK00635,실시정보는 확인되나 대응하는 문제가 없으므로 향시 추정
,SC18640729SF111,1864년_증광_진사시_초시_기양연(奇陽衍)_시권,1864,기양연(奇陽衍),소과,1864년 증광시 소과 초시에서 기양연(奇陽衍)이 작성한 답안지,次上,-,56,170,호남권 한국학자료센터,장성 행주기씨 금강종가,,http://hnkostma.org/emuseum/service/data/dataUCI.jsp?data_uci=KCIS_U038+CHNHNKSMC+KSM-XD.1864.4511-20130430.KHK00652,
,SC18660819SF111,1866년_식년_진사시_초시_기양연(奇陽衍) 시권,1866,기양연(奇陽衍),소과,1866년 식년시 소과 초시에서 기양연(奇陽衍)이 작성한 답안지,"次中, 外",-,45,176,호남권 한국학자료센터,장성 행주기씨 금강종가,,http://hnkostma.org/emuseum/service/data/dataUCI.jsp?data_uci=KCIS_U038+CHNHNKSMC+KSM-XD.1866.1100-20130430.KHK00653,실시정보는 확인되나 대응하는 문제가 없으므로 향시 추정
,이미지 열람 X,1866년_■■_■과_■시_■장_기양연(奇陽衍)_시권,1866,기양연(奇陽衍),대과,1866년 ■시 ■과 ■장에서 기양연(奇陽衍)이 작성한 답안지,三下,-,-,-,호남권 한국학자료센터,장성 행주기씨 금강종가,,http://hnkostma.org/emuseum/service/data/dataUCI.jsp?data_uci=KCIS_U038+CHNHNKSMC+KSM-XD.1866.1100-20130430.KHK00654,성균관에서 본 시험 중 論으로 되어있는데 1866년에 시행된 시험들 중 어디로 배치해야 할 지 모호
,S18670917BF,1867년_정시_문과_초시_기양연(奇陽衍)_시권,1867,기양연(奇陽衍),대과,1867년 정시 문과 초시에서 기양연(奇陽衍)이 작성한 답안지,次上,-,66.3,218.1,호남권 한국학자료센터,장성 행주기씨 금강종가,,http://hnkostma.org/emuseum/service/data/dataUCI.jsp?data_uci=KCIS_U038+CHNHNKSMC+KSM-XD.1867.1100-20130430.KHK00656,정시라는 정보는 원본으로 확인되나 대응하는 문제가 없음. 다만 문체가 賦라는 점에서 초시 추정
,작업 대상 제외,1863년_성균관과시_문과_기양연(奇陽衍)_시권,1867,기양연(奇陽衍),미분류,1863년 성균관과시에서 기양연(奇陽衍)이 작성한 답안지,三下,-,63.9,184.9,호남권 한국학자료센터,장성 행주기씨 금강종가,,http://hnkostma.org/emuseum/service/data/dataDetail_evo.jsp?data_group=18630,성균관 과시는 작업대상에서 우선 제외
,S18700219SS122,1870년_식년_진사시_복시_기우만(奇宇萬)_시권,1870,기우만(奇宇萬),소과,1870년 식년시 소과 복시에서 기우만(奇宇萬)이 작성한 답안지,次下,三等第三十七人,76.7,112.9,호남권 한국학자료센터,장성 고산서원,,http://hnkostma.org/emuseum/service/data/dataUCI.jsp?data_uci=KCIS_U038+CHNHNKSMC+KSM-XD.1870.1100-20130430.KHK00636,
,SE18810822SF,1881년_식년_생원시_초시_기우승(奇宇承)_시권,1881,기우승(奇宇承),소과,1881년 식년시 소과 초시에서 기우승(奇宇承)이 작성한 답안지,"次上, 外",-,78,149,호남권 한국학자료센터,장성 행주기씨 금강종가,,http://hnkostma.org/emuseum/service/data/dataUCI.jsp?data_uci=KCIS_U038+CHNHNKSMC+KSM-XD.1881.1100-20130430.KHK00660,실시정보는 확인되나 대응하는 문제가 없으므로 향시 추정
,SE18840821SF,1884년_식년_생원시_초시_기우춘(奇宇春)_시권,1884,기우춘(奇宇春),소과,1884년 식년시 소과 초시에서 기우춘(奇宇春)이 작성한 답안지,次下,-,50,450,호남권 한국학자료센터,장성 행주기씨 금강종가,,http://hnkostma.org/emuseum/service/data/dataUCI.jsp?data_uci=KCIS_U038+CHNHNKSMC+KSM-XD.1885.1100-20130430.KHK00661,실시정보는 확인되나 대응하는 문제가 없으므로 향시 추정
,S17401003SS111,1740년_증광_진사시_복시_위문덕(魏文德)_시권,1740,위문덕(魏文德),소과,1740년 증광시 소과 복시에서 위문덕(魏文德)이 작성한 답안지,次中,二之十五,66.5,211.5,호남권 한국학자료센터,장흥 방촌 존재후손가,,http://hnkostma.org/emuseum/service/data/dataUCI.jsp?data_uci=KCIS_U038+MPNHNKSMC+KSM-XD.1740.1111-20180430.SWJ00035,
,SC17400819SF,1740년_증광_진사시_초시_위문덕(魏文德)_시권,1740,위문덕(魏文德),소과,1740년 증광시 소과 초시에서 위문덕(魏文德)이 작성한 답안지,次下,三之十九,72.4,191.2,호남권 한국학자료센터,장흥 방촌 존재후손가,,http://hnkostma.org/emuseum/service/data/dataUCI.jsp?data_uci=KCIS_U038+MPNHNKSMC+KSM-XD.1740.4572-20180430.SWJ00034,"시권 뒷면에 시험일과 시험 장소, 試官의 이름, 합격자 명단이 기재되어 있음"
id 생성(검수서),SS17650227SS,1765년_식년_생원시_복시_위백규(魏伯珪)_시권,1765,위백규(魏伯珪),소과,1765년 식년시 소과 복시에서 위백규(魏伯珪)가 작성한 답안지,次下,三之五十九,70.2,204.5,호남권 한국학자료센터,장흥 방촌 존재후손가,,http://hnkostma.org/emuseum/service/data/dataUCI.jsp?data_uci=KCIS_U038+MPNHNKSMC+KSM-XD.1765.1111-20180430.SWJ00042,기존 문제 클래스에는 없는 항목. 띠지를 근거로 복시(오경의) 규정
id 생성(검수서),SS17860800BF,1786년_정시_문과_초시_최시택(崔時澤)_시권,1786,최시택(崔時澤),대과,1786년 정시 문과 초시에서 최시택(崔時澤)이 작성한 답안지,次下,三之二,138,99,호남권 한국학자료센터,화순 해주최씨가,,http://hnkostma.org/emuseum/service/data/dataUCI.jsp?data_uci=KCIS_U038+MPNHNKSMC+KSM-XD.1786.1111-20160415.HGS00031,"기존 시험-문제 클래스에는 없는 항목, 표를 초시에 배치하지 못하여 미상 처리"
id 생성(검수서),SS17860000BF,1786년_별시_문과_초시_최시택(崔時澤)_시권,1786,최시택(崔時澤),대과,1786년 별시 문과 초시에서 최시택(崔時澤)이 작성한 답안지,-,三之五十五,41,206,호남권 한국학자료센터,화순 해주최씨가,,http://hnkostma.org/emuseum/service/data/dataUCI.jsp?data_uci=KCIS_U038+MPNHNKSMC+KSM-XD.1786.1111-20160415.HGS00032,"기존 문제 클래스에는 없는 항목, 표를 초시/전시에 배치하지 못하여 미상 처리"
id 생성(검수서),SS18000000BT1,1800년_별시_문과_전시_고정봉(高廷鳳)_시권,1800,고정봉(高廷鳳),대과,1800년 별시 문과 전시에서 고정봉(高廷鳳)이 작성한 답안지,次中,丙科第十七人,70,237,호남권 한국학자료센터,광주 이장동 장흥고씨 수촌후손가,,http://hnkostma.org/emuseum/service/data/dataUCI.jsp?data_uci=KCIS_U038+MPNHNKSMC+KSM-XD.1800.1111-20150410.GMK00015,기존 문제 클래스에는 없는 항목.
제외 예정,위와 동일한 사진,1800년_별시_문과_전시_고정봉(高廷鳳)_시권,1800,고정봉(高廷鳳),대과,1800년 별시 문과 전시에서 고정봉(高廷鳳)이 작성한 답안지,次中,-,52.8,97.5,호남권 한국학자료센터,광주 이장동 장흥고씨 수촌후손가,,http://hnkostma.org/emuseum/service/data/dataUCI.jsp?data_uci=KCIS_U038+MPNHNKSMC+KSM-XD.1800.1111-20150410.GMK00016,위의 문제와 중복
id중복,S18000000S,1800년_■시_소과_■시_김재박(金在博)_시권,1800,김재박(金在博),소과,1800년_■시_소과_■시에서 김재박(金在博)이 작성한 답안지,三中,-,153.5,102.2,호남권 한국학자료센터,광주 상산김씨 김용호,,http://hnkostma.org/emuseum/service/data/dataUCI.jsp?data_uci=KCIS_U038+MPNHNKSMC+KSM-XD.1800.1111-20160415.GKY00042,"기존 시험-문제 클래스에는 없는 항목, 합격자 정보 없음"
id중복,S18000000S,1800년_■시_소과_■시_김재박(金在博)_시권,1800,김재박(金在博),대과,1800년_■시_소과_■시에서 김재박(金在博)이 작성한 답안지,三下,-,151.7,94.3,호남권 한국학자료센터,광주 상산김씨 김용호,,http://hnkostma.org/emuseum/service/data/dataUCI.jsp?data_uci=KCIS_U038+MPNHNKSMC+KSM-XD.1800.1111-20160415.GKY00043,"기존 시험-문제 클래스에는 없는 항목, 합격자 정보 없음"
,S18040000,1804년_식년_■과_■시_고시억(高時億)_시권,1804,고시억(高時億),■과,1804년 식년시 ■과 ■시에서 고시억(高時億)이 작성한 답안지,三下,-,127,75.3,호남권 한국학자료센터,광주 이장동 장흥고씨 수촌후손가,,http://hnkostma.org/emuseum/service/data/dataUCI.jsp?data_uci=KCIS_U038+MPNHNKSMC+KSM-XD.1804.0000-20150410.GMK00017,"기존 시험-문제 클래스에는 없는 항목, 합격자 정보 없음"
,S18040000,1804년_식년_■과_■시_고시억(高時億)_시권,1804,고시억(高時億),■과,1804년 식년시 ■과 ■시에서 고시억(高時億)이 작성한 답안지,次上,-,126,75.5,호남권 한국학자료센터,광주 이장동 장흥고씨 수촌후손가,,http://hnkostma.org/emuseum/service/data/dataUCI.jsp?data_uci=KCIS_U038+MPNHNKSMC+KSM-XD.1804.0000-20150410.GMK00018,"기존 시험-문제 클래스에는 없는 항목, 합격자 정보 없음"
,S18050000,1805년_식년_■과_■시_김재박(金在博)_시권,1805,김재박(金在博),■과,1805년 식년시 ■과 ■시에서 김재박(金在博)이 작성한 답안지,三下,-,152.2,94.5,호남권 한국학자료센터,광주 상산김씨 김용호,,http://hnkostma.org/emuseum/service/data/dataUCI.jsp?data_uci=KCIS_U038+MPNHNKSMC+KSM-XD.1805.0000-20160415.GKY00046,"기존 시험-문제 클래스에는 없는 항목, 합격자 정보 없음"
,,,,,,,,,,,,,,,
,SE18050000SF,1805년_■시_진사시_초시_김재박(金在博)_시권,1805,김재박(金在博),소과,1805년 ■시 진사시 초시에서 김재박(金在博)이 작성한 답안지,三中,-,153,98.5,호남권 한국학자료센터,광주 상산김씨 김용호,,http://hnkostma.org/emuseum/service/data/dataUCI.jsp?data_uci=KCIS_U038+MPNHNKSMC+KSM-XD.1805.0000-20160415.GKY00047,"겹치는 문제가 없다는 점, 소과가 열렸다는 점, 시라는 점에서 향시로 추정되나 증광/식년 여부를 알 수 없음"
id 생성(검수서),S18910915SS1,1891년_식년_진사시_복시_김환규(金煥圭)_시권,1891,김환규(金煥圭),소과,1891년 진사시 소과 복시에서 김환규(金煥圭)가 작성한 답안지,次上,三䓁苐一百十四,78,166,호남권 한국학자료센터,정읍 원촌 도강김씨가,,http://hnkostma.org/emuseum/service/data/dataUCI.jsp?data_uci=KCIS_U038+CBNHNKSMC+KSM-XD.1891.4577-20180430.JEKSW00014,
,S18440408BS102,1844년_증광_대과_복시_고성진(高性鎭)_시권,1844,고성진(高性鎭),대과,1844년 증광시 대과 복시에서 고성진(高性鎭)이 작성한 답안지,次中,-,57.5,146.4,호남권 한국학자료센터,광주 이장동 장흥고씨 수촌후손가,,http://hnkostma.org/emuseum/service/data/dataUCI.jsp?data_uci=KCIS_U038+MPNHNKSMC+KSM-XD.1844.0000-20150410.GMK00021,
