q_id,contents,category
1304,無衣詩獨任天下大義,賦
1305,"問古人曰, 治天下當如禹之治水, 行其所無事而已.(…)",策
1306,"擬本朝經筵官請無逸幽風, 篇置諸左右朝夕自省.",箋
1307,同寅協共,賦
1308,"王若曰 噫! 今日乾坤卽三代乾坤, 今日人物亦三代人物, 而鳴呼三代今日一, 何異裁?(…)",策
1309,扶杖聽詔,論
1310,風泉兼行大射禮,賦
1311,抑爲保障,賦
1312,利見大人,賦
1313,此年此科於戱幾回追憶昔年臨殿興懷,賦
1314,子曰吾與點也,賦
1315,暮年自省益勉二字,賦
1316,本朝_臣賀受八音九章之賜,表
1317,擬春詔,詔
1318,停車坐愛楓林_,賦
1319,本朝大學生賀親耕親_敎民衣食,箋
1320,庶民子來,賦
1321,憶昔追慕萬倍,賦
1322,親極滋味,賦
1323,春塘秋色古今同,賦
1324,至誠相孚予見文孫,賦
1325,君臣耆老,賦
1326,吾民衣若食專在蠶與耕,賦
1327,漢李齊子孫等謝聞戰於鉅鹿之言每飯意未嘗不在鉅鹿,表
1328,宋翰林學士蘇轍謝特命出省迎其兄軾,表
1329,周朝群臣賀詩人作_樸詩美壽考作人,表
1330,蒼蠅月光,賦
1331,我愛其禮,賦
1332,膽欲大而心欲小,賦
1333,合慶庭試戒存太康,賦
1334,本朝耆老臣進衛武公抑戒詩,箋
1335,本朝耆耉諸臣進衛武公抑戒詩,表
1336,無黨無偏王道蕩蕩無偏無黨王道平平,賦
1337,坐南薰殿弄五絃琴,賦
1338,唐康衢老人謝擊壤之歌微服而聽,表
1339,虞伯禹謝諭以臣哉隣哉隣哉臣哉,表
1340,周群臣賀以高岡之鳳凰朝陽之梧桐比賢者之來集王朝王朝之禮遇賢者,表
1341,仁親以爲寶,賦
1342,瞻彼淇澳綠竹__,賦
1343,虞徐州牧進_陽孤桐泗瀕浮磬,表
1344,周朝群臣賀東征之日士女_厥玄黃明我王有天地之德,表
1345,有志竟成,賦
1346,興歲同春,賦
1347,與元元,賦
1348,古咸吉,賦
1349,臘雪驗_上辛祈穀,賦
1350,五倫中忠孝,賦
1351,東漢中興諸將謝圖盡二十八將於浚雲煙臺,表
1352,坐南薰殿元凱侍,賦
1353,夢得良弼,賦
1354,一人元良萬邦以貞,賦
1355,衛群臣賀抑詩賓筵入於大小雅,表
1356,"_群臣賀, 顔色之戚, 哭泣之哀, 吊者大悅.",表
1357,奎章閣銘幷引,銘
1358,"唐群臣賀立石靈州, 刻以雪_酬百王除凶報千古.",表
1359,虞伯禹謝諭以汝亦昌言,表
1360,周_臣賀武成篇末有堯舜氣象,表
1361,周周公謝諭以公其以予萬億年敬天之休拜手稽首誨言,表
1362,惟仁人能惡人,論
1363,王若曰。信者。人君之大寶也。於四德爲地。於衆善爲主。人而無信。則不可以爲人。國而無信。則不可以爲國。其爲用顧不大歟。厥孚交如。羲易揭訓。惇信明義。壁經駕說。斯可謂君人之信歟。信無二命。_史所稱王之藎臣。雅詩攸勉。亦可謂人臣之信歟。夫子釋九二之爻曰。庸言之信。孟子論大人之事曰。言不必信。同一信字。而前後聖立言之不同。何歟。兵食之可去。而信不可去。金玉之不寶。而惟信是寶。則行信之道。若是其急歟。有虞氏未示信於民而民信之。湯之彰信兆民。周之底至齊信。_歟唐虞尙矣。三代無容議焉。降及後世。能踐者亦多。齊桓晉文。假仁之_主也。而狎主夏盟。竟踐曹柯之約。能修_業。不貪伐原之利。魏文。戰國之僭侯。而無忘虞人之期。商_申韓之慘刻。而猶示丈木之信。則玆皆不失於行信之道。而無可議者歟。或有掛劒。而以酬初心者。或有抱柱。而不失其信者。斯固匹夫之信。而亦可有補於世道歟。大抵信之一字。乃所以維持上下。固結人心之要道也。人君以是而御下。人臣以是而事上。上無疑阻。下不泮渙。當國家升平之日。元首倚於股肱。逮天步艱難之時。手足_其頭目。此古昔聖王久安長治之謨也。夫何近世人心不淑。俗習滋僞。君臣之間。情意未孚。朋友之際。疑貳成風。上不信下。下不信上。是果由於導率之不明而然歟。抑或由於世變之益下而然歟。何以則上自人君。下至匹庶。信由中出。有孚攣如。人心日歸於忠厚。治道可臻於咸_歟。諸生_盡底蘊。其各悉著于篇。予將親覽焉。,策
1364,舟水閣 銘幷引,銘
1365,"擬東漢光祿勳劉昆, 謝聞偶然之對, 諭以此乃長者之言, 顧命書諸策",表
1366,王若曰。義利二字。卽古今邪正之所由分。而天下國家治亂之所由關也。蓋自唐虞授受之際。已有人心道心之說。則所謂人心者。似是利心。而原於何物。所謂道心者。蓋指義心。而根於何處歟。先儒釋之曰。或原於性命之正。或生於形氣之私。然則性命形氣之分。可得詳言歟。王道。惟義是取。而譬之於金。_道。惟利是尙。而喩之以鐵。其義利公私之別。王金_鐵之意。可得詳聞歟。漢用雜_。而猶享四百之祚。唐非純王。而亦啓千一之運。則王_竝用。義利雙行。固無害於爲國之道歟。有宋之仁厚家法。皇明之制作彬蔚。些有三代之風。則可謂先義而後利。然而國步之全盛。邦_之_遠。反不及於漢唐之世者。何歟。踐土會盟之擧。未必專由於利。而孔子譏其譎。_水縞素之師。未必皆出於義。而朱子許其正。豈其義利分數。猶有多少之別歟。樂毅之不屠二邑。蓋出仗義之計。而卒致惠王之疑。項籍之不應三_。實非不義之擧。而反受垓城之敗。_盟追羽。子房贊一統之業。割恩取璋。孔明成三分之功。則義或有可捨之處。而利或有可趨之時歟。利居四德之一。而乾道主利。故大易之爻言利處甚多。而喜讀易之夫子。罕言利。善用易之孟子。不言利。同一利字。而抑有彼此同異之可言歟。_嶺之訣。以遺外利慾爲先。而揆以誅心之法。則難_於自私自利之罪。金陵之學。以高談孔周爲務。而驗諸行事之間。則不越乎計功謀利之習。其心術隱微之際。亦可_破而明辨之歟。自奉天書。壞了平生之相業。歸對黎渦。_却半世之名節。夫何介石之人。有此濡尾之歎歟。朱紫苗_之相近。則何以別之於其初。熊魚人獸之旣遠。則何以一之於其終。大抵義是天理之公。而利乃人欲之私也。公私咫尺。舜_天壤。而天理常負。人欲常勝。故治日常少。亂日常多。天下__。皆爲利來。天下穰穰。皆爲利往。有以財賄而爲利者。有以名譽而爲利者。學本欲爲己。而有以學爲利者。仕所以行道。而有以仕爲利者。雖其所圖有優劣。所趣有淸濁。而出於天理之公。而都歸於一身之私則一也。於_。我朝四百年_模。所以維持纏_者。實賴士大夫義理。而以今之時俗觀之。儒士利於科甲。而以雕刻爲_倖之技。平民利於閒遊。而以耕織作等閒之事。貪官利於財而虐民之政多。廉吏利於名而違道之譽騰。至於朝廷表率之地。義利尤混。選注多不公之歎。言論多徇私之弊。厦氈之上。章奏之間。洋洋乎多義理之談。而使識者傍觀。則千塗萬轍。皆_於利。而一條義理之正路。殆將茅塞矣。此其根_必有所自來。源流必有所由成。而拔本塞源。存天理_人欲。亦必有其道矣。咨爾諸生。其於義利關頭。必有商確於_中者。其各無隱。悉著于篇。予將親覽焉。,策
1367,在德不在險,賦
1368,命龍于末,論
1369,商群臣賀作長發詩 歷言先后 受命之祥以爲大_之樂,表
1370,陶唐氏_謝羲和歷象日月星辰敬授人時,表
1371,炎帝君臣賀好敎耕,表
1372,東漢群臣賀東巡 過魯幸孔子宅 祀孔子及七十二弟子 親御講堂 命皇太子諸王說經書,表
1373,比黃河,賦
1374,天一生水,賦
1375,擬本朝閣臣謝賜繫馬樹棗,箋
1376,"明四目, 達四聰, 有天下一身精神",賦
1377,"擬宋朝杭州刺史蘇軾請開浚西湖, 使農民父老羽毛鱗介同泳聖澤",表
1378,"言者, 身之文也, 心之所蘊, 意之所向, 必於言宣之. 言之不可已者, 有如矢矣.",策
1379,"擬本朝宗親文武百官等賀於上寶鑑稱慶之日, 擧世室_享之禮, 降元子定號之命",箋
1380,丕顯丕承,頌
1381,王若曰。書曰知人則哲。能官人。欲官人。必先知人。知人之於人主。大矣哉。夫以帝堯之聖哲。何難乎知人而惟帝其難之者。何也。夢見而傅說作相。筮從而渭_爲師。知人之術。亦資於夢筮歟。三代以後。知人善任。最稱漢武。而如卜式之拔於芻牧。日_之擧於降虜。果何所取。天道策。首擢董子。社稷臣。獨許汲生。固不可謂不知。而或黜之江都。或斥於淮陽。終不能以其官官之。則知人之中。抑有不知者存歟。洛陽南宮。自稱三傑之能用。貞觀便殿。指論諸公之孰賢。其所評品。果皆允當而無差歟。天子以爲國器。安國之見知也何居。疾風知其勁草。蕭瑀之受知也何事歟。王猛之材。世所不知。而秦堅獨知之。盧杞之姦。人皆知之。而唐帝獨不知。何歟。藝祖委書生以天下。而竟負金_之盟。孝皇倚魏公若長城。而未免符離之敗。此謂之知歟。不知歟。大抵知臣莫如君。古語有之。比如堂上人。能辨堂下人長短。賢愚庶或知之無難。而抑有不盡然者。今夫良玉委泥。色澤不變。君子在朝。德操自異。其心正身修。表裏一致者。暗中摸索。可知其爲君子。而第人之心與貌不相符者。亦多矣。聽其言。非不正直。而察其心則回互。觀其外。非不公正。而顧其內則姦詭。色柔而志勁者有之。質鈍而行敏者有之。其變萬狀。難以_記。若此者。何以辨別於疑似之間。斟量於權衡之際。知之深而任之當乎。是以自古帝王。孰不欲進賢退邪。任職圖理。而或不免薰_同器。朱紫亂色。甚至於_嫉忠良。酷信姦_。躬駕而隨覆轍者往往有之。可勝歎哉。予自卽_以來。思所以得賢共理。而蔘朮。乏藥籠之儲。__。失大小之宜。欲求勁直。而孰是朝陽之鳳。欲藉威望。而孰是在山之虎歟。紀綱不可不立。而贊予振刷之政者。何人。訟獄不可不愼。而輔予平允之治者。何人歟。外而方伯守宰。內而卿士庶僚。或出委_而有不勝任者。或在試可而有能擧職者。知人之妙。終不得其方而然歟。識良材於寒畯。而授官則拘於地閥。擧殊績於蔭路。而列位則遜於科目。良由予知之不能盡其蘊。任之不能得其當。使有才者。不盡立於朝。在朝者。不能盡其才也。何以則品藻極精。激揚有術。_先聖王知人官人之道。復見於今日歟。子大夫。必有平日講磨於中者。須各悉著于篇予。將親覽焉。,策
1382,"擬周召公奭請以誠小民爲祈天命之本, 以疾敬德爲_小民之本",表
1383,有皐陶_歌之意,賦
1384,擬_土民人等謝九月授衣,箋
1385,"擬周群臣賀化行俗美, 賢才衆多, _兎野人, 其才可用",箋
1386,麟之趾,賦
1387,重熙堂,銘
1388,擬周朝群臣賀配后稷於_丘 宗祀文王於明堂 以備尊尊親親之義,表
1389,于汝極錫汝保極,賦
1390,大成殿,銘
1391,"擬唐右府統軍尉遲敬德 謝於躍馬翼蔽之日, 諭以衆人證公必叛, 我獨保明, 福善有徵, 何相報速也, 特賜金銀一_",表
1392,"宋曹彬謝於江南征行日, 禁中賜酒, 沃其面撫其背, 戒勿暴掠, 仍諭以平定之日, 授之使相印",表
1393,壯元峯,賦
1394,擬唐封郭子儀汾陽王,詔
1395,"鳳凰鳴矣, 于彼高岡. 梧桐生矣, 于彼朝陽.",賦
1396,"爲此春酒, 以介眉壽",賦
1397,天作高山,賦
1398,子興視夜,賦
1399,"子曰 : 吾與回言, 終日不違如愚. 又曰 : 柴也愚. 又曰 : _武子其愚不可及. 三子之愚, 抑有同異之可言歟?",疑
1400,雲從龍,論
1401,"中庸曰 : 高明配天, 博厚配地, 在天而高也, 明也者, 日月之悠, 星辰之遠也. 在地而博也, 厚也者, 華岳之峙, 河海之流也. 聖人之德, 於何物而可見其華岳之峙, 河海之流也? 雲行雨施, 品物流形者, 天之道也, 而聖人之能行雲雨之功者, 果何道理? 山澤通氣, 養成萬物者, 地之道也, 而聖人之能利山澤之用者, 果何物事? 配天配地之義, 可得聞輿?",疑
1402,檀君一千四百年,論
1403,皇建其有極,賦
1404,"擬漢功臣等謝天下旣定, 剖符分封, 丹書鐵券誓之曰 : 黃海如帶, 泰山若礪, 國以永存, 爰及苗裔",表
1405,庶尹允諧,賦
1406,"擬周周南民人等謝宋文王之世, 風化所及民俗之詩, 被之_絃, 以爲房中之樂, 推之鄕黨邦國",表
1407,夏群臣賀聲爲律,策
1408,律度量衡 : 問。同律度量衡。所以節淸濁度長短量多寡權輕重。以之平萬物而大一統者也。律呂之作。雖自軒后。而度量衡之制。昉於何代。制量衡者。必本黃鍾。其理之相關何歟。造律呂者。必準_黍。其數之有定何歟。六律五聲。以在治忽。關石和勻。貽厥典則。聲音之道。固與政通。而權量之爲用。亦若是其重歟。_氏嘉量。爰_升_。則四國之銘。出於何書。周公相宅。始用圭_。則八繩之法。果其遺制歟。夏后之聲律身度。考驗者何事。孔聖之珠衡玉斗。取譬者何德。按月行令。十二律之分配。果是何義。測天推步。三百度之定數。亦用何術。謹權量審法度。魯論贊武王之德。聞管_聽鍾鼓。鄒書戒齊君之好。音律之有輔政術。不及量度而然歟。平斗斛一衡尺。專務核實。而秦政日紊。定章程撰禮儀。不遑作樂。而漢治小康。其得其失。可詳言歟。銅斗鐵尺。_之而防僞者何人。玉管_灰。吹之而應律者何理。周_經之測量天地。方圓不同。則何以度之。律曆志之乘除陰陽。始終有數。則何以知之。昌黎之力抵異端。慮先及於剖折。范馬之號爲同德。議不免於抵_。亦可謂吾道之有資。而君子之其爭歟。襲六國縱橫之說而所著則權書衡論。釋三分圍徑之法而其議則黜胡從鄭。其故可聞歟。土室埋管。皇朝之御筆。而何獨驗於洛陽。象牙裁尺。胡元之定度。而果無違於宋禮歟。文才之一斗八斗。其誰能量。字母之半淸半濁。當屬何律。揀賢能者必稱玉尺量材。講義理者或比金秤稱物。無形象不可摸捉者。亦有稱量之道歟。近取諸身則曰律己曰尺步曰量力曰衡平。引喩於物則有法律有制度有器量有銓衡。其取譬之義。皆可詳言歟。大抵禮樂刑政。孰非出治之具。而所以爲萬事之根本。一王之典章。未有若律度量衡者也。或激或流。五聲之不諧。而律以和之。有短有長。_品之易差。而度以節之。詐僞滋而爲之量。以齊其函容。爭競起而爲之衡。以平其低仰。是四者之用。所以齊萬物之不齊。而又其四者之制。一有參差。則卒無以會一統而立民信也。此聖帝明王之必以是爲當務之先。思有以同而也。降及後世。智竅漸鑿。有制器象形。以學鳥獸之異音者。有立表測景。以定七曜之高下者。有斜籌影數。以忖倉庾之實積者。有垂錘倚衡。以辨外氣之燥濕者。此或後出者愈巧歟。抑歸名物度數之末。而不足爲王政之所重歟。惟我東方。檀箕以降。文物未闢。玉笛息波。語涉_怪。金尺築丘。理亦茫昧。則羅氏制度。固無足稱。黑倉儲蓄。米糠多欠。銀甁代貨。斤兩各殊。則麗朝量衡。尙云未備。_歟我朝。聖神相承。制作大備。磬黍呈祥。律呂已正。銅尺頒制。毫忽不爽。秋分校印。水部之斗斛稱平。鍾管容水。王府之權衡得中。以之被管絃薦郊廟。則神人和而諸福臻。以之治宮室列關市。則規模正而百度貞矣。奈之何因循成習。修擧無聞。以言乎律則牙齒喉舌之不分淸濁。而未聞諧合之妙。以言乎度則尋引丈尺之互有長短。而漸失均齊之法。斛量不平則__紊而吏緣爲奸。稱衡不等則_銖舛而民受其害。苟求其本。專由鍾律之不得其正。而三者之制。轉輾訛謬。周尺禮尺。尋_之所準。而布帛之家。_有長尺。家量公量。_合之有節。而菽粟之廛。別有大升。至於金銀藥物綿絮之屬。槪莫不二三其秤。則其何以齊遠近而平物情乎。方今聖明臨御。治化洋溢。會極歸極。衆務畢擧。將以均四方而_萬品。則制度之一新。治軌之丕變。此正其時。同律度量衡。豈可使專美於勛華之世乎。諸生心有講究於他日者。其各悉陳。,策
1409,"士生大有之世, 縕袍華於佩玉, 飮水甘於列鼎",賦
1410,"擬漢吏民等謝移風易俗, 人給家足, 太倉之粟, 充溢露積, 爲吏者長子孫, 人人自愛",表
1411,股肱郡,賦
1412,"自生民以來, 未有盛於夫子",賦
1413,三角山,銘
1414,文武吉甫,賦
1415,"一有元良, 萬國以貞",頌
1416,謹上千千歲壽,賦
1417,每年長醉太平杯,賦
1418,好觀漢故事,賦
1419,"擬沛公將士等賀楚望氣者, 言皆爲龍虎五采, 此天子氣",表
1420,選蜀郡吏受業京師,賦
1421,"擬周卿學士等謝論秀士升之司徒曰選士, 論造士之秀者升諸司馬曰進士, 論進士之賢者以告于王, 論定然後官之",表
1422,"后稷之孫, 實維大王",賦
1423,槐陰滿庭,賦
1424,擬唐李泌進身,表
1425,"旣獻於朕, 非卿所有",賦
1426,蕩蕩平平室,銘
1427,夫子在座,銘
1428,"天行健, 君子以.",賦
1429,"元年, 擧賢良方正直言極諫之士. 押士.",詩
1430,"中庸曰: “君子之道, 費而隱.” 朱子釋之曰: “費, 用之廣也, 隱, 體之微也.” 又曰: “鳶飛戾天, 魚躍于淵.” 鳶魚飛躍, 合於費隱者, 何也? 其天其淵, 理歟氣歟?",疑
1431,其器疏以達. 禮義.,義
1432,"夜間燕坐, 室中有光.",賦
1433,"每四方人替罷謁見, 問有何人才. 押問.",詩
1434,"問: 孔子見衛靈公問陣, 明日遂行, 君子見幾, 不俟終日, 何待明日而遂行歟? 一說, 靈公問陣之明日, 與孔子語, 仰視蜚_而色不在, 故孔子遂行. 若然則不去於問陣之日, 而必待其視_而行者, 何歟?",疑
1435,以人望人. 禮義.,義
1436,卽位_水陽,賦
1437,"厥明鄕老及鄕大夫_吏, 獻賢能之書于王. 押王.",詩
1438,"問: 子曰: “四十而不惑.” 孟子曰: “我四十不動心.” 不惑與不動心, 亦有異同之可言歟?",疑
1439,士先志. 禮義.,義
1440,一馬從二馬.,賦
1441,"左執鞭_, 右屬__, 以與君周旋. 押君.",詩
1442,"問: 大學曰: “明明德.” 朱子釋之曰: “虛靈不昧, 以具衆理.” 所謂虛靈, 何樣底物事, 而何以謂之虛, 何以謂之靈歟? 朱子又曰: “虛靈不昧四字, 說明德意已足.” 四字之中, 只見其說明底意, 而不見其說德底意, 何歟? 若以聖凡而論之, 所謂虛靈, 有分數歟? 無分數歟? 所謂衆理, 乃仁義禮智四者也, 四者旣具於虛靈, 則虛靈之中, 仁義禮智, 各占間架歟? 渾淪一物歟? 若謂之各占間架, 則一方寸之中, 何以各占? 若謂之渾淪一物, 則四性之隨感各應, 何歟? 願聞其說.",疑
1443,"鳶飛戾天, 魚躍于淵. 詩義.",義
1444,"河出圖, 洛出書, 聖人則之.",賦
1445,"嘗自誦曰: “士當先天下之憂而憂, 後天下之樂而樂.” 押士.",詩
1446,"問 中庸曰: “博厚配地, 高明配天, 悠久無疆.” 以聖人言之, 何者是博厚, 何者是高明, 何者是悠久歟?",疑
1447,"明兩作_, 大人以繼明, 照于四方.",義
1448,"玄酒明水之尙, 貴五味之本.",賦
1449,"淸廟之瑟, 朱絃而疏越, 一唱而三歎, 押歎.",詩
1450,"問 子曰: “一日克己復禮, 天下歸仁.” 此一日是一日用力之一日歟? 工夫到得之一日歟? 抑或一日二日之一日歟? 若謂用力之一日, 則朱夫子答或人之問曰: “若眞箇一日打倂, 得乾淨, 便是仁.” 若謂到得之一日, 則語類云 只是一日用力之意. 又欲以一日二日之一日爲主, 則集註曰 日日克之, 而於或問游氏之說, 以陷禪斥之說, 各相不同. 此或初晩之有異而然歟? 何以看則能得經文之旨, 而眞致克復之功也?",疑
1451,以制器者尙其象,義
1452,"三者, 吾能用之.",賦
1453,"大戰良久, 棄旗鼓, 走水上軍, 押戰.",詩
1454,"問 孟子曰: “求放心.” 心則一也, 而旣曰求, 又曰放, 何歟? 放之之時, 在於何處, 求之之時, 在於何處歟? 其所求之者, 不幾近於以心求心歟? 若欲求之, 則用心工夫爲切要之道歟? 願聞其說.",疑
1455,幼學.,義
1456,惟衣裳在_.,賦
1457,"聞張釋之言, 乃不拜嗇夫, 押乃.",詩
1458,"曾子曰: “有若無, 實若虛, 犯而不校昔者, 吾友嘗從事於斯矣.” 曾子盖亦服膺乎? 聖人無我之極工, 而又曰: “晉楚之富不可及也, 彼以其富, 我以吾仁, 彼以其爵, 我以吾義, 吾何嫌乎哉?” 此語則似有示人, 自大抵意思兩言之前後不同, 何歟?",疑
1459,鼓之舞之以盡神,義
1460,秦兵不敢窺函谷關十五年,賦
1461,"大陳兵馬臨_水上, 令盆子君臣列而觀之, 押水.",詩
1462,"問 心一也, 而朱子於中庸序文, 以虛靈知覺四字言之者, 何歟? 何以謂之虛倚以謂之靈? 何以謂之知覺歟? 若以體用言, 則何者爲體, 何者爲用? 若以動靜言, 則何者爲未發, 何者爲已發歟? 旣言知覺, 似屬乎動, 一邊於靜中, 亦有知覺之可言歟? 張子曰: “合性與知覺, 有心之名.” 朱子以爲未瑩, 有曰: “心自有知覺.” 其所以不取者, 何義? 願聞其說.",疑
1463,"淸明象天, 廣大象地, 終始象四時, 周還象風雨.",義
1464,笑而受之,賦
1465,"朝服濟河, 押朝.",詩
1466,"問 大學曰: “知止而后, 有定, 定而后, 能靜, 靜而后, 能安, 安而后, 能慮, 慮而后, 能得.” 定靜安慮得五者, 與論語之志學以至從心, 孟子之善信, 以至聖神, 其等級次序, 果有遠近同異之可言歟? 先儒以明明德於天下八條, 謂之工夫, 物格而后八條, 謂之功效. 然則定以下五者, 是工夫歟? 抑功效歟? 有定則曰有, 而靜安慮得則曰能, 其曰有曰能之不同者, 亦何義歟?",疑
1467,我式克至于今日休,義
1468,爲吏長子孫,賦
1469,"象衆星繞辰諸輻歸車, 作三十世家, 押象.",詩
1470,"問 七情者, 人所不能無, 而大學正心章, 以四有所爲不得其正, 則其將如子微之坐忘 遺照天祺之强絶思慮, 然後方可免有所之病歟? 中庸之恐懼, 大易之憂患, 文王之怒, 顔子之樂, 不可謂無是心, 而其爲得正, 何也? 程子曰: “靜中須有物方得.” 又曰: “有主則虛, 虛則邪入.” 若欲使之有物有主, 則果不能近於有所之歸歟? 朱子以一有之而不能察, 爲解一之爲言, 亦有二義. 有一時之一, 有一直之一, 此一字何所指歟? 抑爲在乎不能察而一有之, 則未必盡爲病歟? 結語又下一或字, 則設有有所之病, 亦有間或得正之時歟?",疑
1471,天地官矣,義
1472,必使人心每聽命,賦
1473,"且當置兩子於度外, 押外.",詩
1474,"問 大學修身章第一節曰: “心有所忿_, 則不得其正, 有所恐懼, 則不得其正, 有所好樂, 則不得其正, 有所憂患, 則不得其正.” 此言有心者之病也. 第二節曰: “心不在焉, 視而不見, 聽而不聞, 食而不知其味.” 此言無心者之病也. 有心者旣有病, 則無心者宜無病, 無心者旣有病, 則有心者宜無病, 而有心無心, 皆不免於有病者, 何歟? 然則學者當有心歟? 當無心歟? 願聞其說.",疑
1475,"股肱喜哉, 元首起哉.",義
1476,好觀漢故事.,賦
1477,"詠豊水東注, 四方攸同, 美武王, 無愧神禹, 押禹.",詩
1478,"問 中庸曰: “仁者人也.” 朱子釋之, 以人(仁)指人身而言. 孟子曰 “仁人心也.” 仁之於身心, 孰爲加密? 願聞其說.",疑
1479,"火在天上, 大有, 君子以, _惡揚善, 順天休命.",義
1480,"使搜_, _間.",賦
1481,"右去, 走藍田, 抵洛陽, 直入武庫, 押右.",詩
1482,"問 中庸曰: “君子之道, 費而隱.” 又曰 “鳶飛戾天, 魚躍于淵, 言其上下察也.” 費隱之理至廣且微, 則萬物之中, 獨擧鳶魚而言者, 何歟? 非鳶魚, 則更無可以形容費隱者歟? 程子嘗以此爲喫緊爲人處, 其所以爲喫緊爲人之義, 亦可詳言歟?",疑
1483,工執藝事以諫.,義
1484,_祭高皇帝以下.,賦
1485,"事在元平元年赦令前, 押令.",詩
1486,"問 孟子曰: “明堂者, 王者之堂也, 王欲行王政, 則勿毁之矣.” 畢戰之問井地, 又曰 “仁政必自經界始.” 王政自有其本, 則何關於明堂之毁不毁歟? 仁政亦有所先, 則惡在乎井地之修不修歟? 願聞其說.",疑
1487,"凡厥庶民, 極之敷言, 是訓是行, 以近天子之光.",義
1488,人各持一赤幟.,賦
1489,"佯驚曰: 吾以爲亞父使, 押使.",詩
1490,"問 孟子梁惠王篇曰: 王顧鴻__鹿曰 “賢者亦樂此乎?” 孟子對曰 “賢者而後樂此, 不賢者雖有此不樂.” 賢者之所以樂, 不賢者之所以不樂, 何歟?",疑
1491,三錯.,義
1492,"藏之名山, 俟後世君子.",賦
1493,"講乾卦, 飛龍在天, 對正當陛下今日之事, 押卦.",詩
1494,"問 論語: “七十而從心所欲不喩矩.” 大學平天下章曰: “君子有_矩之道.” 所謂矩者, 果以何物爲矩, 而矩字, 抑有同異之可言歟?",疑
1495,大樂與天地同和.,義
1496,子國有顔子.,賦
1497,"起拜牀下曰: 君泰之師, 非泰之友, 押拜.",詩
1498,"問 中庸大旨, 要不出率性之道, 而旣言中和, 又言中庸, 庸與和兼言者, 何歟? 十二章言鳶魚, 十六章言鬼神, 於何見率性之道歟? 其下言達道達德天道人道, 亦上關於率性之道而然歟? 願聞其說.",疑
1499,"群黎百姓, _爲爾德.",義
1500,率爾而對.,賦
1501,"爲政以德. 譬如北辰. 居其所而衆星共之, 押政.",詩
1502,"問 中庸曰: “喜怒哀樂之未發, 謂之中, 發而皆中節, 謂之和.” 喜怒哀樂之未發時, 寂然而靜, 湛然而虛, 則其中之體, 於何可見? 其已發之後, 耳目所接, 手足動作, 隨感而應, 則其和之用, 亦於何見之歟? 孟子以惻隱羞惡辭讓是非之心爲四端, 與子思所謂七情, 同歟異歟? 亦有中和之可言歟",疑
1503,不許先往.,賦
1504,"成都有桑八百株, 薄田十五頃, 不別治生以長尺寸, 押寸.",詩
1505,"問 子曰: “鳳鳥不至, 河不出圖, 吾已矣.” 夫河圖是乾文昭著之象, 而爲卦畵之源頭, 則固是文章之實理也. 至若鳳鳥, 不過盛世之禎祥也, 以禎祥實理, __而稱之者, 何歟? 聖人之言, 皆有物則, 則鳳鳥河圖之_稱, 抑或有深意而然歟?",疑
1506,至治馨.,義
1507,玄酒在室.,賦
1508,"正月之吉, 縣法象魏, 使萬民觀敎象, 押象.",詩
1509,"問 論語: “行有餘力, 則以學文.” 又曰: “子以四敎, 文行忠信.” 由前而言, 則行爲本, 而文爲末, 由後而言, 則文居先, 而行居後. 敎與學之問, 其所以不同者, 可得聞歟?",疑
1510,"善待問者, 如撞鍾.",義
1511,與屈完乘而觀之.,賦
1512,"對楚使語, 戒爾車乘, 敬爾君事誥, 朝將見, 押見.",詩
1513,"問 孟子曰: “口之於味也, 目之於色也, 耳之於聲也, 鼻之於臭也, 四肢之於安佚也, 性也. 有命焉, 君子不謂性也. 仁之於父子也, 義之於君臣也, 禮之賓主也, 智之於賢者也, 聖人之於天道也, 命也. 有性焉.” 始謂之命而終謂之性, 何也? 性是本然之謂歟? 氣質之謂歟? 命是指理而言歟? 指氣而言歟?",疑
1514,習容觀玉聲乃出.,義
1515,"于周受命, 自召祖命.",賦
1516,"太保乃以庶邦_君, 出就_, 乃復入錫周公, 押_.",詩
1517,"問 論孟二書, 皆以一仁字爲開卷第一義, 而論語孝弟爲仁章集註曰 “仁者, 愛之理, 心之德.” 孟子亦有仁義章集註曰 “仁者, 心之德, 愛之理.” 同是訓一仁字, 而論語則以愛之理在先, 孟子則以心之德在先, 其所先後之不同, 何歟? 只以論語言之孝弟章集註, 旣以仁爲愛之理, 則其下巧言令色章集註, 又以仁爲心之德者, 何歟? 韓子之博愛之謂仁, 是固指情爲性, 而周子之說愛爲仁者, 亦果就何處指仁歟? 願聞其說.",疑
1518,仁之爲器重.,義
1519,"若濟巨川, 用汝作舟楫.",賦
1520,"_食場白駒喜, 所謂伊人, 於焉嘉客, 押駒.",詩
1521,"問 博文約禮之訓, 聖人固使之先博後約也. 然而孝悌居先於學文, 則孝悌非約歟? 忠信爲主於首篇, 則忠信非約歟? 然則博約先後不可執一而論歟? 願聞其說.",疑
1522,"器用陶匏, 以象天地之性.",義
1523,疇若予上下草木鳥獸.,賦
1524,"詔諸儒正五經文字, 三體書之刻石立太學門外, 押經.",詩
